TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,TransactionType,Channel,CustomerOccupation,Cluster
382.07,62,147,10156.09,Credit,Branch,Doctor,3
13.48,18,20,521.88,Debit,Online,Student,1
65.32,28,53,9165.02,Debit,ATM,Student,2
83.07,27,291,6704.76,Debit,Branch,Engineer,0
730.1,77,93,6384.05,Credit,Branch,Retired,3
85.31,62,26,6095.65,Debit,ATM,Retired,2
726.61,18,277,1008.76,Debit,ATM,Student,2
130.4,45,63,4381.24,Debit,Branch,Engineer,0
68.1,20,47,1382.8,Debit,ATM,Student,2
65.26,26,72,7380.63,Debit,Branch,Student,0
191.62,63,51,1981.6700000000003,Debit,Branch,Doctor,0
212.88,39,122,7036.72,Debit,Online,Doctor,1
88.38,30,138,3707.82,Debit,ATM,Engineer,2
48.77,42,51,2040.1600000000003,Credit,Online,Engineer,4
289.1,27,206,267.53,Debit,ATM,Student,2
390.09,26,49,2617.23,Debit,Online,Engineer,1
48.29,37,242,8883.4,Debit,Online,Engineer,1
333.83,63,135,1660.66,Debit,ATM,Retired,2
100.27,79,51,4309.9,Debit,Online,Retired,1
44.54,31,164,362.4,Debit,ATM,Engineer,2
82.17,28,21,1913.06,Debit,Branch,Student,0
447.42,32,65,6133.22,Debit,Online,Engineer,1
590.26,25,48,1068.28,Credit,Branch,Student,3
192.73,71,157,2037.7499999999998,Debit,Branch,Retired,0
146.01,26,269,221.79,Debit,Online,Student,1
136.05,24,63,1127.54,Debit,Online,Student,1
11.57,56,64,2061.61,Credit,Branch,Retired,3
102.34,51,78,9326.28,Debit,Online,Doctor,1
7.82,36,273,2240.49,Debit,ATM,Engineer,2
79.43,74,72,6579.37,Debit,ATM,Retired,2
386.97,58,137,1876.35,Debit,Branch,Retired,0
51.22,23,82,1664.59,Debit,Branch,Student,0
256.05,54,35,6910.18,Debit,ATM,Retired,2
7.790000000000001,34,298,1319.85,Debit,Branch,Doctor,0
233.71,63,11,6095.5,Debit,Branch,Doctor,0
176.37,55,126,2420.86,Debit,Branch,Retired,0
122.62999999999998,21,153,359.06,Debit,Branch,Student,0
86.41,75,125,3128.71,Debit,ATM,Retired,2
21.57,54,71,7587.48,Debit,ATM,Retired,2
82.67,26,45,290.59,Debit,Branch,Student,0
451.35,47,223,7707.959999999999,Credit,Branch,Engineer,3
299.42,63,53,4735.41,Credit,Branch,Retired,3
543.47,18,122,6165.03,Debit,ATM,Student,2
346.76,21,116,1637.75,Credit,Branch,Student,3
47.48,24,66,585.5199999999999,Debit,Branch,Student,0
64.92,58,236,5481.76,Debit,Branch,Engineer,0
350.72,28,48,1982.8999999999999,Credit,ATM,Student,5
3.8000000000000003,65,174,5766.96,Debit,Online,Doctor,1
22.54,26,42,7139.11,Debit,Online,Engineer,1
767.14,62,37,4732.57,Credit,Branch,Retired,3
167.47,35,103,2293.13,Debit,ATM,Engineer,2
43.65,30,212,2870.67,Credit,Branch,Engineer,3
391.08,56,105,6885.16,Debit,Online,Retired,1
390.77,44,34,5500.56,Debit,Online,Doctor,1
508.16,39,131,5609.44,Debit,ATM,Engineer,2
36.76,65,107,1228.93,Credit,Online,Retired,4
332.33,27,101,192.63,Debit,ATM,Student,2
362.09,32,30,6590.28,Debit,Branch,Engineer,0
42.58,30,80,13485.0,Debit,Online,Doctor,1
122.34999999999998,53,188,6472.5,Credit,Branch,Retired,3
248.66,28,113,2571.39,Debit,Online,Engineer,1
461.24999999999994,54,171,676.0999999999999,Credit,Online,Doctor,4
61.77,56,49,12352.2,Debit,Branch,Doctor,0
268.92,29,148,8765.38,Debit,Branch,Engineer,0
303.97,24,77,1590.88,Debit,Online,Student,1
219.02,54,68,7375.73,Credit,Online,Engineer,4
125.14,20,30,1845.18,Debit,Branch,Student,0
47.6,53,115,1382.51,Debit,Online,Engineer,1
592.82,74,247,7508.98,Debit,Online,Retired,1
372.5,22,211,3901.82,Debit,ATM,Student,2
4.72,32,20,4792.01,Debit,Branch,Engineer,0
144.93,42,74,6887.52,Debit,Branch,Engineer,0
316.56,28,261,8643.51,Debit,Online,Engineer,1
9.18,22,140,887.3199999999999,Debit,Online,Student,1
421.25,25,66,7174.69,Debit,Online,Student,1
185.71,48,194,2679.91,Debit,Branch,Engineer,0
26.27,45,177,8853.93,Credit,Online,Engineer,4
297.03,61,151,1088.62,Debit,Online,Retired,1
341.67,53,96,1442.29,Debit,Branch,Retired,0
99.52,52,127,3798.0900000000006,Debit,ATM,Engineer,2
881.1,28,16,9951.68,Debit,Branch,Student,0
139.69,52,180,9567.94,Debit,Online,Engineer,1
42.72,37,143,2669.66,Debit,ATM,Engineer,2
112.72,31,17,9630.0,Debit,Branch,Doctor,0
568.88,19,105,1307.86,Debit,Branch,Student,0
189.03,28,50,1916.46,Debit,ATM,Student,2
199.8,20,163,167.28,Debit,ATM,Student,2
189.08,68,238,10790.8,Debit,Branch,Doctor,0
409.59,35,50,14563.02,Debit,Online,Doctor,1
349.34,28,245,614.1399999999999,Credit,ATM,Student,5
283.15,24,180,603.79,Debit,Online,Student,1
151.82,51,105,2197.12,Debit,ATM,Retired,2
438.59,37,103,8994.39,Debit,Online,Engineer,1
590.57,79,93,3224.6,Debit,ATM,Retired,2
63.74,63,30,4336.4,Debit,Online,Retired,1
77.02,59,132,800.8299999999999,Credit,Online,Doctor,4
501.15000000000003,47,208,8821.84,Debit,Branch,Engineer,0
8.95,76,102,3299.84,Debit,Online,Retired,1
173.6,21,160,421.44,Debit,Online,Student,1
149.4,53,123,1035.22,Debit,ATM,Retired,2
388.21,53,237,9724.49,Credit,Branch,Doctor,3
484.30000000000007,61,230,7910.300000000001,Credit,Online,Retired,4
126.04,65,167,6041.69,Credit,Branch,Retired,3
52.04,50,30,8436.12,Credit,Branch,Doctor,3
389.7,62,215,7125.15,Credit,Branch,Doctor,3
161.1,19,104,239.11999999999998,Credit,ATM,Student,5
309.77,67,137,4378.14,Credit,Online,Retired,4
838.57,41,273,14576.47,Debit,ATM,Doctor,2
202.55,21,34,701.7299999999999,Debit,ATM,Student,2
724.18,41,134,10922.78,Debit,Branch,Doctor,0
124.98,24,78,641.9999999999999,Debit,ATM,Student,2
487.32000000000005,52,164,7707.959999999999,Debit,Branch,Doctor,0
635.91,46,78,13267.09,Credit,Branch,Doctor,3
205.65,62,144,3582.16,Debit,Branch,Retired,0
39.41,25,132,921.91,Debit,Branch,Student,0
254.0,35,63,5788.53,Debit,Branch,Doctor,0
436.8,36,213,4515.43,Debit,Branch,Engineer,0
224.73,76,63,7551.890000000001,Debit,Branch,Retired,0
752.69,65,115,14489.69,Credit,ATM,Doctor,5
78.5,31,41,13991.5,Credit,Branch,Doctor,3
50.0,53,87,185.87,Credit,ATM,Doctor,5
132.42,18,164,726.3899999999999,Debit,ATM,Student,2
11.67,76,105,7458.629999999999,Debit,Branch,Retired,0
83.16,61,177,3065.87,Debit,ATM,Retired,2
149.02,46,176,9379.72,Credit,Branch,Engineer,3
74.27,59,148,13696.61,Credit,Online,Doctor,4
876.57,62,118,3743.6300000000006,Credit,ATM,Retired,5
615.58,42,133,14343.0,Debit,ATM,Doctor,2
643.03,36,52,2882.16,Credit,Online,Engineer,4
7.949999999999999,79,65,5631.2,Debit,ATM,Retired,2
270.92,77,143,4574.43,Credit,Branch,Retired,3
499.4800000000001,24,133,1242.62,Debit,ATM,Student,2
841.5,25,287,352.31,Credit,Branch,Student,3
138.82,77,53,3100.22,Debit,Online,Retired,1
231.46,60,83,4707.24,Credit,Branch,Engineer,3
292.08,72,32,7950.48,Debit,ATM,Retired,2
63.98,54,258,7954.12,Debit,Online,Doctor,1
235.21,67,74,5946.61,Debit,Branch,Doctor,0
201.73,57,78,6650.71,Debit,Online,Engineer,1
161.31,28,13,1268.67,Debit,ATM,Student,2
18.41,53,168,8287.54,Debit,Branch,Doctor,0
471.75,34,41,12948.5,Credit,Branch,Doctor,3
290.02,55,246,4746.71,Debit,Branch,Engineer,0
48.05,27,37,5334.97,Debit,Branch,Engineer,0
359.42,55,30,1765.45,Debit,Branch,Doctor,0
32.91,19,255,427.3,Debit,Online,Student,1
3.8000000000000003,67,140,6285.39,Debit,Branch,Retired,0
31.81,51,149,1406.6,Debit,Online,Retired,1
220.2,28,102,1075.15,Debit,Online,Student,1
476.03,77,99,5958.34,Credit,Branch,Retired,3
141.91,23,49,791.9699999999999,Debit,Branch,Student,0
95.83,27,91,1726.4,Debit,Online,Student,1
51.15,46,199,8992.25,Credit,Branch,Engineer,3
50.75,62,185,8271.47,Debit,ATM,Doctor,2
185.07,22,159,636.42,Debit,Branch,Student,0
293.54,40,45,2290.1,Debit,Online,Engineer,1
23.38,32,89,9968.49,Debit,Branch,Engineer,0
285.26,28,93,167.72,Debit,ATM,Student,2
129.48,31,179,7581.7,Debit,ATM,Engineer,2
743.03,50,174,4111.38,Debit,ATM,Engineer,2
297.86,28,96,1680.14,Credit,ATM,Student,5
231.91999999999996,66,12,5715.08,Debit,ATM,Doctor,2
295.82,47,45,5897.73,Credit,Branch,Engineer,3
302.86,55,275,5239.24,Debit,Online,Doctor,1
81.08,58,56,7788.910000000001,Debit,ATM,Engineer,2
775.6,79,158,3898.6400000000003,Credit,Branch,Retired,3
178.43,26,136,1214.93,Debit,Branch,Student,0
211.91,20,181,927.4699999999999,Debit,Online,Student,1
17.21,23,219,914.16,Debit,Online,Student,1
124.22,23,172,9695.04,Debit,ATM,Student,2
38.37,63,135,8647.04,Debit,ATM,Doctor,2
269.79,52,17,1292.1,Debit,ATM,Engineer,2
605.42,21,33,392.34,Debit,ATM,Student,2
11.19,60,40,9877.17,Debit,ATM,Engineer,2
29.190000000000005,58,41,12059.85,Credit,Branch,Doctor,3
701.7,61,64,6643.24,Credit,Online,Retired,4
862.34,57,72,9903.48,Debit,Branch,Doctor,0
410.97,22,45,151.42,Debit,ATM,Student,2
36.97,41,79,2850.92,Debit,Branch,Engineer,0
137.59,30,95,10679.67,Debit,ATM,Doctor,2
168.11,51,12,10652.13,Credit,Online,Doctor,4
430.98,24,93,569.25,Debit,Branch,Student,0
13.87,24,20,954.83,Debit,Branch,Student,0
642.68,76,66,1831.2,Debit,ATM,Retired,2
175.07,28,169,9274.64,Debit,Online,Engineer,1
302.82,36,175,9384.54,Debit,ATM,Engineer,2
406.81,66,84,1968.3600000000001,Debit,Online,Retired,1
256.3,53,172,4203.05,Debit,Online,Retired,1
80.96,19,97,959.9399999999999,Credit,Online,Student,4
95.78,22,26,271.64,Debit,Online,Student,1
379.54,41,118,12571.76,Credit,Branch,Doctor,3
903.19,22,65,8627.08,Debit,Online,Student,1
142.19,18,26,524.46,Debit,Branch,Student,0
847.45,28,175,422.32,Debit,Branch,Student,0
295.18,66,30,12961.53,Credit,Branch,Doctor,3
18.46,68,213,6381.6,Debit,Branch,Retired,0
603.23,28,48,117.98000000000002,Debit,Branch,Student,0
54.5,57,147,1715.22,Credit,Branch,Retired,3
414.77,29,274,5599.81,Debit,Online,Doctor,1
886.19,61,69,7904.240000000001,Debit,Branch,Retired,0
440.03,49,88,1490.44,Debit,Online,Engineer,1
35.46,56,285,1532.72,Debit,ATM,Retired,2
76.39,18,219,5976.0,Debit,Branch,Student,0
595.91,19,162,1673.76,Credit,ATM,Student,5
6.03,76,70,3290.72,Debit,Branch,Retired,0
249.33999999999997,26,197,3030.97,Debit,ATM,Engineer,2
421.52,20,67,369.86,Debit,Branch,Student,0
189.77,58,24,6570.36,Debit,Branch,Engineer,0
73.19,76,213,2264.98,Debit,Branch,Retired,0
188.13,75,198,5029.87,Credit,Online,Retired,4
30.52,62,122,12327.74,Debit,Branch,Doctor,0
170.24,62,133,5172.99,Debit,Branch,Retired,0
56.620000000000005,54,121,8981.1,Debit,Branch,Doctor,0
53.14,34,70,7914.999999999999,Debit,ATM,Doctor,2
587.23,27,144,500.84,Debit,Online,Student,1
146.15,43,75,13784.4,Debit,Branch,Doctor,0
21.27,62,114,7392.79,Credit,Online,Retired,4
76.02,34,189,14765.41,Credit,Online,Doctor,4
170.19,27,156,745.87,Credit,Branch,Student,3
155.51,68,15,5360.19,Debit,ATM,Doctor,2
135.15,72,50,5878.14,Debit,Online,Retired,1
39.48,56,37,5889.51,Debit,ATM,Retired,2
451.68,33,15,4381.54,Debit,Online,Engineer,1
19.11,49,160,8478.46,Credit,Online,Engineer,4
355.0,26,33,185.47,Credit,Online,Student,4
427.69,43,236,2443.54,Debit,ATM,Engineer,2
254.85999999999999,23,102,699.8999999999999,Debit,Branch,Student,0
19.48,27,114,4739.59,Debit,ATM,Engineer,2
190.17,49,265,12893.85,Debit,ATM,Doctor,2
91.38,65,179,2402.58,Debit,ATM,Retired,2
206.63,59,128,7626.53,Credit,Online,Retired,4
93.22,52,52,1014.6300000000001,Debit,Online,Retired,1
547.98,28,171,1358.54,Debit,ATM,Student,2
641.06,23,25,1602.13,Debit,ATM,Student,2
314.55,27,18,1105.89,Credit,Branch,Student,3
836.45,61,63,1731.89,Debit,Online,Retired,1
189.45,53,61,12578.75,Credit,Branch,Doctor,3
91.84,67,80,1712.41,Credit,Branch,Retired,3
609.52,78,169,3485.03,Debit,ATM,Retired,2
859.3,78,68,1146.78,Credit,Branch,Retired,3
100.01,50,63,6393.12,Debit,ATM,Doctor,2
28.779999999999998,40,51,680.5499999999998,Credit,Online,Doctor,4
111.08,70,83,7037.34,Debit,Online,Doctor,1
470.96,69,123,12991.03,Credit,Online,Doctor,4
52.23,28,96,105.01,Credit,Branch,Student,3
78.62,32,52,1360.85,Debit,Branch,Doctor,0
47.79,25,37,1649.92,Debit,Branch,Student,0
333.97,52,45,5237.36,Debit,Branch,Doctor,0
30.869999999999997,33,295,14348.65,Debit,ATM,Doctor,2
710.43,67,115,5625.55,Debit,Online,Retired,1
220.23,41,48,3438.02,Debit,ATM,Engineer,2
27.28,29,96,10668.24,Debit,ATM,Doctor,2
101.52,49,98,2018.9000000000003,Debit,ATM,Engineer,2
162.65,59,147,9500.95,Debit,ATM,Engineer,2
10.52,55,30,2472.99,Debit,ATM,Retired,2
270.72,38,37,6522.47,Debit,Branch,Doctor,0
202.34,20,134,1223.45,Debit,Online,Student,1
247.58,39,151,778.74,Debit,ATM,Engineer,2
686.17,61,96,2246.15,Debit,ATM,Retired,2
359.65,25,289,219.53,Credit,Online,Student,4
109.91,38,90,12896.06,Debit,Branch,Doctor,0
215.72,30,137,8697.11,Credit,Branch,Engineer,3
490.76000000000005,66,156,6414.11,Debit,Online,Retired,1
224.28,64,68,5767.51,Debit,Online,Retired,1
614.03,68,51,2815.86,Debit,ATM,Retired,2
608.79,55,157,2991.17,Debit,Online,Engineer,1
186.55,48,288,224.65,Debit,Branch,Engineer,0
840.16,20,68,1236.76,Credit,Branch,Student,3
203.34,60,66,13586.99,Debit,ATM,Doctor,2
90.88,26,284,7117.35,Debit,ATM,Engineer,2
60.11,61,122,7235.87,Credit,Branch,Retired,3
393.92,72,47,7318.64,Debit,Branch,Retired,0
19.39,43,45,9847.6,Debit,ATM,Doctor,2
557.41,80,49,2968.75,Credit,Online,Retired,4
57.07000000000001,31,99,9323.71,Credit,Online,Doctor,4
395.27,18,167,1764.08,Credit,Online,Student,4
289.05,75,116,5683.49,Debit,ATM,Retired,2
46.11,33,233,5225.73,Debit,Online,Doctor,1
335.5,63,47,6445.4,Debit,ATM,Retired,2
388.07,24,68,289.71,Debit,Online,Student,1
520.86,51,66,9200.74,Credit,Online,Engineer,4
787.41,25,39,300.87,Debit,Online,Student,1
31.7,48,121,743.8999999999999,Credit,ATM,Doctor,5
22.3,21,90,1200.35,Debit,ATM,Student,2
203.12,56,181,1562.39,Debit,ATM,Retired,2
315.94,49,172,7719.709999999999,Credit,Branch,Doctor,3
192.23,54,39,2610.67,Debit,Online,Engineer,1
0.26,20,173,1833.67,Debit,Online,Student,1
210.77,71,161,5396.65,Debit,ATM,Retired,2
406.65,57,107,12995.7,Debit,ATM,Doctor,2
422.9,40,111,7616.43,Debit,ATM,Engineer,2
20.62,35,225,12500.8,Credit,ATM,Doctor,5
174.39,19,36,1127.08,Debit,ATM,Student,2
7.86,76,91,3621.98,Credit,Branch,Retired,3
61.98,49,44,5212.28,Debit,Online,Engineer,1
54.85,58,40,2727.45,Credit,Branch,Retired,3
204.7,49,95,5117.03,Debit,Branch,Doctor,0
16.55,26,159,6089.79,Debit,Branch,Engineer,0
91.32,58,77,2618.1,Debit,Branch,Engineer,0
195.49,31,212,11988.12,Debit,ATM,Doctor,2
49.62,55,111,3841.4199999999996,Debit,ATM,Engineer,2
487.16,28,84,321.21,Credit,Branch,Student,3
405.6,37,44,9754.73,Debit,Online,Engineer,1
512.95,57,143,9584.52,Debit,Branch,Engineer,0
345.94,31,163,7624.56,Debit,ATM,Doctor,2
356.56,47,52,2485.73,Debit,Online,Engineer,1
10.31,36,280,2137.9,Debit,Online,Engineer,1
211.69,30,111,6412.85,Debit,Branch,Doctor,0
221.49,23,196,707.25,Credit,Branch,Student,3
278.23,48,83,8300.54,Debit,Online,Engineer,1
116.88,45,263,7717.339999999999,Debit,ATM,Doctor,2
328.77,39,247,6967.03,Credit,Online,Doctor,4
77.53,54,55,5158.6,Debit,Branch,Retired,0
421.74,67,103,12031.14,Debit,Online,Doctor,1
313.69,73,151,7093.68,Debit,Branch,Retired,0
411.72,29,153,8539.86,Debit,Branch,Doctor,0
508.72999999999996,59,89,7640.57,Debit,Branch,Retired,0
153.08,24,201,1292.21,Debit,ATM,Student,2
23.01,63,166,5958.75,Debit,Branch,Retired,0
69.28,25,129,708.7399999999999,Debit,Online,Student,1
51.25,28,66,1744.4,Credit,Branch,Student,3
407.65,25,263,273.78,Debit,ATM,Student,2
459.25,25,59,130.76,Debit,Branch,Student,0
301.56,49,118,10389.6,Debit,Branch,Doctor,0
17.67,63,91,1048.18,Debit,Online,Doctor,1
5.29,32,132,12896.68,Credit,Online,Doctor,4
401.37,43,251,8208.54,Debit,Branch,Engineer,0
145.4,38,24,5244.49,Debit,Online,Engineer,1
556.34,37,45,11935.14,Debit,Online,Doctor,1
34.31,24,251,1484.76,Debit,ATM,Student,2
780.59,23,145,6513.34,Credit,Online,Student,4
282.65,35,161,13801.15,Debit,ATM,Doctor,2
305.27,68,147,12958.65,Debit,Online,Doctor,1
185.81,32,116,9588.71,Debit,Online,Doctor,1
66.01,49,179,3475.99,Debit,Online,Engineer,1
447.95,29,75,7544.399999999999,Debit,Branch,Engineer,0
279.3,19,48,1193.61,Debit,ATM,Student,2
26.75,33,26,12063.77,Debit,Online,Doctor,1
611.15,27,121,892.8299999999999,Debit,ATM,Student,2
275.2,54,81,1230.12,Debit,Online,Engineer,1
427.79,18,189,1479.67,Debit,Branch,Student,0
469.13000000000005,54,139,1265.28,Credit,ATM,Doctor,5
102.81,76,47,3228.87,Debit,Branch,Retired,0
22.61,19,145,1111.67,Debit,Online,Student,1
68.28,56,293,3213.16,Debit,Online,Engineer,1
33.65,63,146,12719.93,Credit,Online,Doctor,4
362.68,63,137,2040.77,Credit,ATM,Retired,5
73.23,20,172,1309.85,Debit,Branch,Student,0
654.49,25,104,164.61,Credit,Online,Student,4
18.56,49,161,4230.37,Credit,Branch,Engineer,3
389.05,27,41,761.0,Debit,ATM,Student,2
7.38,67,105,2923.83,Debit,Online,Retired,1
109.48,61,93,7372.47,Debit,Online,Retired,1
66.91,39,85,871.1,Debit,ATM,Doctor,2
335.48,45,155,3023.16,Debit,Branch,Engineer,0
38.14,19,174,1119.21,Debit,Online,Student,1
360.02,68,68,6400.59,Debit,Online,Retired,1
567.71,63,80,13884.24,Debit,Online,Doctor,1
218.19,19,185,620.83,Debit,ATM,Student,2
209.99,19,40,1938.0100000000002,Debit,ATM,Student,2
11.02,19,280,964.79,Debit,Branch,Student,0
83.43,56,109,1870.16,Debit,Online,Retired,1
344.97,34,106,5577.94,Debit,Online,Doctor,1
172.29,36,283,8700.8,Debit,ATM,Engineer,2
195.54,60,255,2794.66,Debit,Online,Retired,1
101.23,45,87,6169.71,Debit,Online,Engineer,1
180.46,25,34,831.7499999999999,Debit,ATM,Student,2
692.55,53,109,2451.56,Debit,Branch,Retired,0
147.31,34,91,13625.52,Credit,Online,Doctor,4
107.48,20,103,1379.39,Debit,Branch,Student,0
81.51,25,97,865.4899999999999,Debit,Branch,Student,0
365.48,76,215,7147.4,Credit,Online,Retired,4
491.1,35,125,7833.85,Credit,Online,Engineer,4
452.8,80,151,4840.67,Debit,Branch,Retired,0
645.04,70,78,7361.47,Debit,Branch,Retired,0
169.28,45,114,5128.44,Debit,Branch,Doctor,0
88.42,62,91,12381.45,Debit,ATM,Doctor,2
155.53,29,66,4008.05,Debit,ATM,Engineer,2
39.24,77,106,6462.41,Debit,ATM,Retired,2
152.01,42,111,4625.12,Debit,ATM,Engineer,2
78.77,48,50,6470.57,Credit,ATM,Engineer,5
26.5,48,179,4854.83,Debit,Online,Engineer,1
83.62,48,146,12652.22,Debit,ATM,Doctor,2
142.78,68,150,11705.88,Debit,Branch,Doctor,0
55.99,35,95,932.61,Debit,ATM,Doctor,2
774.48,61,30,11613.58,Debit,Branch,Doctor,0
105.37,25,160,1068.55,Debit,ATM,Student,2
118.83,28,295,1616.3,Debit,Online,Student,1
46.22,23,217,471.2799999999999,Debit,Branch,Student,0
659.71,21,148,106.86,Credit,Branch,Student,3
377.97,72,160,2457.1,Debit,Online,Retired,1
114.10000000000001,69,148,5882.12,Debit,Branch,Retired,0
11.3,55,41,1938.99,Credit,Online,Retired,4
95.5,57,17,4079.09,Debit,Online,Retired,1
130.93,28,149,860.1199999999999,Credit,Branch,Engineer,3
272.97,68,174,7811.310000000001,Debit,Online,Retired,1
73.35,24,47,1181.84,Debit,Branch,Student,0
29.940000000000005,58,243,10915.54,Debit,ATM,Doctor,2
307.24,19,136,1670.72,Debit,ATM,Student,2
50.52,20,140,1121.19,Debit,Online,Student,1
820.46,53,243,5621.86,Credit,Online,Engineer,4
153.07,56,116,8873.43,Debit,ATM,Engineer,2
52.94,41,146,6990.92,Debit,Branch,Doctor,0
384.41,60,65,7831.56,Debit,ATM,Engineer,2
235.42,51,175,6173.23,Debit,Branch,Retired,0
114.23000000000002,56,64,9523.72,Debit,ATM,Doctor,2
12.62,33,61,6420.47,Debit,Branch,Doctor,0
373.52,35,235,6430.41,Debit,ATM,Engineer,2
336.05,28,164,1635.05,Debit,Branch,Student,0
366.93,66,33,6697.79,Debit,Online,Retired,1
112.27,58,102,7369.89,Debit,Branch,Doctor,0
494.96000000000004,40,132,6903.68,Debit,ATM,Engineer,2
561.58,65,22,11748.86,Debit,Online,Doctor,1
440.94,42,148,7303.23,Debit,Online,Doctor,1
71.9,29,51,10619.35,Debit,Branch,Doctor,0
256.66,54,137,1794.5,Credit,Online,Retired,4
166.55,59,99,12970.21,Credit,Branch,Doctor,3
276.26,56,143,120.88999999999999,Debit,Branch,Doctor,0
35.46,67,164,5692.31,Debit,ATM,Doctor,2
38.14,50,165,9879.87,Debit,Branch,Engineer,0
506.25999999999993,64,86,6266.65,Credit,ATM,Retired,5
736.32,31,28,14268.95,Debit,Online,Doctor,1
389.43,52,151,6449.83,Credit,ATM,Engineer,5
25.58,60,166,6741.41,Debit,ATM,Engineer,2
446.1,25,243,1008.44,Debit,ATM,Student,2
147.74,23,15,1711.78,Debit,Branch,Student,0
46.23,77,282,5107.75,Debit,Online,Retired,1
265.37,33,77,5229.95,Debit,Branch,Engineer,0
342.57,20,91,339.16,Debit,Online,Student,1
417.26,32,45,10442.48,Credit,Online,Doctor,4
33.63,63,75,4324.4,Debit,Online,Retired,1
64.58,55,173,6292.29,Debit,Branch,Retired,0
23.23,21,122,269.01,Credit,Branch,Student,3
160.52,78,112,5379.25,Credit,ATM,Retired,5
278.88,64,179,1334.09,Debit,Branch,Doctor,0
285.49,53,109,6366.84,Credit,Branch,Doctor,3
71.87,22,258,1839.1,Debit,ATM,Student,2
308.8,53,41,3966.5399999999995,Debit,ATM,Retired,2
135.35,33,82,9983.36,Debit,Branch,Engineer,0
288.43,66,72,4577.09,Debit,Branch,Retired,0
147.46,65,205,7458.029999999999,Credit,Online,Doctor,4
214.15,32,217,6397.29,Debit,Branch,Engineer,0
71.34,49,144,6345.03,Debit,Online,Engineer,1
170.36,30,118,6034.73,Debit,ATM,Doctor,2
736.53,55,120,9826.26,Debit,ATM,Engineer,2
213.42,45,17,3736.3800000000006,Debit,ATM,Engineer,2
94.09,27,203,646.8499999999999,Debit,Branch,Student,0
91.23,72,86,6385.12,Debit,ATM,Retired,2
263.92,57,233,4161.71,Credit,Branch,Retired,3
77.5,51,201,11079.77,Credit,Online,Doctor,4
3.65,69,146,10017.11,Debit,Online,Doctor,1
43.88,26,251,1644.09,Credit,Online,Student,4
591.98,28,132,387.65,Debit,ATM,Student,2
224.79,18,129,528.38,Debit,Online,Student,1
64.3,55,67,7530.299999999999,Debit,ATM,Retired,2
111.79,62,49,10887.59,Debit,Online,Doctor,1
613.7,61,37,7307.11,Credit,Branch,Retired,3
26.07,20,18,349.98,Debit,Branch,Student,0
170.45,60,199,2284.41,Debit,Branch,Engineer,0
344.27,22,123,1918.3600000000001,Debit,Branch,Student,0
872.72,22,288,503.01,Debit,Online,Student,1
292.95,37,56,1216.91,Debit,Branch,Engineer,0
28.44,18,243,1071.04,Debit,ATM,Student,2
209.02,21,74,187.9,Debit,ATM,Student,2
20.05,72,171,7145.67,Debit,ATM,Retired,2
175.02,28,71,1493.88,Debit,Online,Student,1
89.5,41,134,8658.95,Credit,Branch,Engineer,3
69.96,28,30,164.12,Debit,Branch,Student,0
146.51,53,68,7089.9,Debit,ATM,Engineer,2
376.78,21,88,841.6499999999999,Credit,Online,Student,4
148.54,71,107,5677.05,Credit,Branch,Retired,3
388.77,26,30,1658.49,Credit,Online,Student,4
100.38,63,49,10171.68,Debit,Branch,Doctor,0
137.23,64,63,13847.99,Debit,Branch,Doctor,0
870.3,51,229,3688.98,Debit,ATM,Retired,2
458.94000000000005,52,180,5619.95,Debit,Branch,Engineer,0
327.35,20,175,342.08,Credit,Branch,Student,3
757.15,53,37,4702.86,Debit,Online,Engineer,1
5.64,59,47,12703.24,Debit,Online,Doctor,1
47.23,73,160,6659.81,Credit,Online,Retired,4
239.41000000000003,42,247,7860.65,Credit,Online,Doctor,4
7.48,55,29,1275.2,Debit,ATM,Engineer,2
170.97,26,292,1265.27,Debit,Branch,Student,0
262.43,37,274,12841.01,Credit,Online,Doctor,4
659.15,22,204,1241.59,Debit,ATM,Student,2
31.53,25,283,874.93,Debit,Online,Student,1
111.66,48,140,5716.72,Credit,Online,Engineer,4
250.01000000000002,62,88,1541.48,Debit,ATM,Retired,2
554.15,49,107,14817.22,Debit,ATM,Doctor,2
598.66,32,222,2587.11,Credit,Branch,Engineer,3
28.379999999999995,55,98,173.7,Debit,Branch,Doctor,0
16.8,49,94,11847.07,Debit,ATM,Doctor,2
896.79,33,168,11146.74,Debit,Online,Doctor,1
159.0,49,37,369.79,Debit,ATM,Engineer,2
56.31,75,195,6396.08,Credit,Online,Retired,4
203.99,52,215,4840.31,Debit,Online,Retired,1
50.99,29,75,1334.6,Debit,Branch,Doctor,0
101.28,32,75,2774.35,Credit,Online,Engineer,4
299.92,27,122,1368.0,Debit,ATM,Student,2
77.54,67,73,4536.38,Debit,Online,Retired,1
18.35,21,78,1293.39,Debit,Branch,Student,0
732.53,26,116,441.54,Credit,ATM,Student,5
65.11,34,150,8485.14,Debit,ATM,Engineer,2
67.07,24,56,999.6200000000001,Credit,ATM,Student,5
137.48,55,47,14273.42,Debit,Branch,Doctor,0
398.36,22,56,1863.7,Debit,ATM,Student,2
469.4599999999999,20,149,8640.56,Debit,ATM,Student,2
37.58,57,182,259.44,Debit,ATM,Doctor,2
160.24,31,15,5526.97,Debit,ATM,Engineer,2
